table_name,table_description,column_1_name,column_1_description,column_2_name,column_2_description,column_3_name,column_3_description,column_4_name,column_4_description,column_5_name,column_5_description,column_6_name,column_6_description,column_7_name,column_7_description,column_8_name,column_8_description,column_9_name,column_9_description,column_10_name,column_10_description,column_11_name,column_11_description,column_12_name,column_12_description,column_13_name,column_13_description,column_14_name,column_14_description,column_15_name,column_15_description,column_16_name,column_16_description,column_17_name,column_17_description,column_18_name,column_18_description,column_19_name,column_19_description,column_20_name,column_20_description,column_21_name,column_21_description
alert_config,此SQL文件用于创建用于存储告警配置的表 alert_config。 --     表中记录了告警配置信息，包括告警标识、创建与更新时间、启用状态、告警严重度、 --     关联消息模板、关联规则引擎、租户信息等，便于系统后续对告警的管理和处理。,id,告警配置id，主键，用于唯一标识每个告警配置,create_by,创建者，记录创建该记录的用户ID,create_dept,创建部门，记录创建该记录的部门ID,create_time,创建时间，记录记录创建的时间,update_by,更新者，记录最后一次更新该记录的用户ID,update_time,更新时间，记录最后一次更新的时间,create_at,创建时间戳，可能用于记录精确的创建时间（与create_time含义可能重叠）,description,描述，对告警配置的详细说明,enable,是否启用，标识告警配置当前的启用状态（如1：启用，0：禁用）,level,告警严重度，表示告警的严重级别（例如：低、中、高）,message_template_id,关联消息转发模板ID，用于指定转发告警信息的消息模板,name,告警名称，用于识别和展示告警配置,rule_info_id,关联规则引擎ID，用于关联执行告警判断的规则引擎,tenant_id,租户ID，用于多租户系统中标识所属租户,uid,配置所属用户，标识该告警配置具体归属于哪个用户
alert_record,此SQL文件用于创建存储告警记录的表 alert_record。 --     表中记录了告警的详细信息，包括告警记录标识、创建时间、告警触发时间、 --     告警详情、严重度等级、是否已读状态等，便于系统对告警记录进行存储、查询和历史追踪。,id,告警记录id，用于唯一标识每条告警记录,create_by,创建者，记录创建该告警记录的用户ID,create_dept,创建部门，记录创建该记录的部门ID,create_time,创建时间，记录记录生成的时间,update_by,更新者，记录最后一次更新该记录的用户ID,update_time,更新时间，记录最后一次更新该记录的时间,alert_time,告警时间，记录告警触发的具体时间（使用时间戳格式）,details,告警详情，记录告警的具体描述和相关信息,level,告警严重度（1-5），表示告警的严重等级，数值范围1至5,name,告警名称，用于描述或标识告警的类型,read_flg,是否已读，标识告警记录是否已被查看（1：已读，0：未读）,tenant_id,租户ID，用于标识记录所属的租户，支持多租户环境,uid,配置所属用户，记录该告警记录对应的用户标识
screen_api,该SQL文件用于创建屏幕API表 screen_api。 --     该表用于记录与屏幕相关的API信息，包括API路径、请求方法、参数等。,id,主键id，唯一标识每一条屏幕API记录,api_params,API请求参数，描述API接口的请求参数,api_path,API路径，指定该API接口的路径,create_at,创建时间，记录API的创建时间（Unix时间戳）,data_source,数据源，指明API请求数据来源（如数据库、外部服务等）,http_method,HTTP请求方法，描述API接口的请求方法（GET、POST、PUT等）,screen_id,屏幕ID，关联到具体的屏幕记录,script,脚本内容，存储与API接口相关的执行脚本
space,该SQL文件用于创建空间表 space。 --     该表用于记录空间的信息，包括空间名称、设备数量、关联家庭等。,id,主键id，唯一标识每一个空间,create_by,创建者，记录创建该空间记录的用户ID,create_dept,创建部门，记录创建该空间记录的部门ID,create_time,创建时间，记录空间信息的创建时间,update_by,更新者，记录更新该空间记录的用户ID,update_time,更新时间，记录空间信息的最后更新时间,device_num,设备数量，记录该空间中包含的设备数量,home_id,关联家庭id，记录该空间属于哪个家庭,name,空间名称，描述该空间的名称,tenant_id,租户编号，标识该空间所属的租户
space_device,该SQL文件用于创建空间设备表 space_device。 --     该表用于记录空间中设备的信息，包括设备ID、设备名称、是否收藏等。,id,主键id，唯一标识每一个空间中的设备,create_by,创建者，记录创建该设备记录的用户ID,create_dept,创建部门，记录创建该设备记录的部门ID,create_time,创建时间，记录设备信息的创建时间,update_by,更新者，记录更新该设备记录的用户ID,update_time,更新时间，记录设备信息的最后更新时间,collect,是否收藏，表示该设备是否被标记为收藏,device_id,设备ID，记录设备的唯一标识,home_id,所属家庭ID，记录设备属于哪个家庭,name,设备名称，描述设备的名称,space_id,空间ID，记录设备所在的空间ID,tenant_id,租户编号，标识该设备所属的租户
sys_app,该SQL文件用于创建系统应用表 sys_app。 --     该表用于记录系统应用的信息，包括应用的ID、名称、类型、秘钥等。,id,主键id，唯一标识每一个系统应用,create_by,创建者，记录创建该应用记录的用户ID,create_dept,创建部门，记录创建该应用记录的部门ID,create_time,创建时间，记录应用信息的创建时间,update_by,更新者，记录更新该应用记录的用户ID,update_time,更新时间，记录应用信息的最后更新时间,app_id,应用ID，记录应用的唯一标识,app_name,应用名称，描述该应用的名称,app_secret,应用秘钥，用于验证该应用的合法性,app_type,应用类型，描述该应用的类型（如：Web、Mobile等）,remark,备注，记录有关该应用的附加信息,tenant_id,租户编号，标识该应用所属的租户
sys_config,该SQL文件用于创建系统配置表 sys_config。 --     该表用于存储系统中的配置信息，包括参数的键名、键值、类型等。,id,参数主键，唯一标识每一条配置记录,create_by,创建者，记录创建该配置记录的用户ID,create_dept,创建部门，记录创建该配置记录的部门ID,create_time,创建时间，记录配置信息的创建时间,update_by,更新者，记录更新该配置记录的用户ID,update_time,更新时间，记录配置信息的最后更新时间,config_key,参数键名，唯一标识该配置项的名称,config_name,参数名称，描述该配置项的含义,config_type,系统内置（Y是 N否），标识该配置是否为系统内置,config_value,参数键值，配置项的实际值,remark,备注，记录有关该配置项的附加信息,tenant_id,租户编号，标识该配置项所属的租户
sys_dept,该SQL文件用于创建部门表 sys_dept。 --     该表用于记录系统中的部门信息，包括部门名称、负责人、联系电话等。,id,部门ID，唯一标识每个部门,create_by,创建者，记录创建该部门的用户ID,create_dept,创建部门，记录创建该部门的部门ID,create_time,创建时间，记录部门的创建时间,update_by,更新者，记录更新该部门的用户ID,update_time,更新时间，记录部门的最后更新时间,ancestors,祖级列表，记录部门的上级部门路径,del_flag,删除标志（0代表存在 2代表删除）,dept_name,部门名称，描述部门的名称,email,邮箱，部门的联系邮箱,leader,负责人，部门的负责人,order_num,显示顺序，部门在列表中的显示顺序,parent_id,父部门ID，记录该部门所属的上级部门ID,phone,联系电话，部门的联系电话,status,"部门状态：0正常,1停用，表示部门的当前状态",tenant_id,租户ID，标识该部门所属的租户
sys_dict_data,该SQL文件用于创建字典数据表 sys_dict_data。 --     该表用于存储字典数据，包含字典标签、字典类型、字典键值等信息。,id,字典编码，唯一标识每条字典记录,create_by,创建者，记录创建该字典数据的用户ID,create_dept,创建部门，记录创建该字典数据的部门ID,create_time,创建时间，记录字典数据的创建时间,update_by,更新者，记录更新该字典数据的用户ID,update_time,更新时间，记录字典数据的最后更新时间,css_class,样式属性（其他样式扩展），用于在前端展示时的样式控制,dict_label,字典标签，表示字典数据的标签名称,dict_sort,字典排序，表示字典数据的显示顺序,dict_type,字典类型，表示字典数据所属的类型，如性别、状态等,dict_value,字典键值，字典的具体值,is_default,是否默认（Y是 N否），标识是否为默认字典项,list_class,表格字典样式，表格展示时的样式类别,remark,备注，记录字典数据的附加信息,status,状态（0正常 1停用），标识字典数据的当前状态,tenant_id,租户编号，标识该字典数据所属的租户
sys_dict_type,该SQL文件用于创建字典类型表 sys_dict_type。 --     该表用于存储字典的类型信息，包括字典名称、字典类型、状态等。,id,字典主键，唯一标识每一条字典类型记录,create_by,创建者，记录创建该字典类型的用户ID,create_dept,创建部门，记录创建该字典类型的部门ID,create_time,创建时间，记录字典类型的创建时间,update_by,更新者，记录更新该字典类型的用户ID,update_time,更新时间，记录字典类型的最后更新时间,dict_name,字典名称，表示字典类型的名称,dict_type,字典类型，表示该字典项的类型（如性别、状态等）,remark,备注，记录字典类型的附加信息,status,状态（0正常 1停用），表示字典类型的当前状态,tenant_id,租户编号，标识该字典类型所属的租户
sys_logininfor,该SQL文件用于创建登录信息表 sys_logininfor。 --     该表用于记录用户的登录信息，包括登录时间、IP地址、浏览器类型、操作系统等。,id,ID，唯一标识每一条登录记录,create_by,创建者，记录创建该登录记录的用户ID,create_dept,创建部门，记录创建该登录记录的部门ID,create_time,创建时间，记录登录记录的创建时间,update_by,更新者，记录更新该登录记录的用户ID,update_time,更新时间，记录登录记录的最后更新时间,browser,浏览器类型，记录用户使用的浏览器信息,ipaddr,登录IP地址，记录用户登录时的IP地址,login_location,登录地点，记录用户登录的物理地点,login_time,访问时间，记录用户登录的具体时间,msg,提示消息，记录登录的相关提示信息,os,操作系统，记录用户登录时使用的操作系统,status,登录状态（0成功，1失败），表示登录是否成功,tenant_id,租户编号，标识该登录记录所属的租户,user_name,用户账号，记录用户的登录账号
sys_menu,该SQL文件用于创建菜单表 sys_menu。 --     该表用于记录系统菜单的信息，包括菜单名称、类型、权限、路由等。,menu_id,菜单ID，唯一标识每个菜单,create_by,创建者，记录创建该菜单的用户ID,create_dept,创建部门，记录创建该菜单的部门ID,create_time,创建时间，记录菜单的创建时间,update_by,更新者，记录更新该菜单的用户ID,update_time,更新时间，记录菜单的最后更新时间,component,组件路径，记录与菜单关联的组件路径,icon,菜单图标，记录菜单的图标信息,is_cache,是否缓存（0缓存，1不缓存），记录菜单是否启用缓存,is_frame,是否为外链（0是，1否），标记该菜单是否为外部链接,menu_name,菜单名称，记录菜单的名称,menu_type,类型（M目录，C菜单，F按钮），标记菜单类型,order_num,显示顺序，记录菜单显示的顺序,parent_id,父菜单ID，记录该菜单的上级菜单ID,path,路由地址，记录菜单对应的路由地址,perms,权限字符串，记录与该菜单相关联的权限,query_param,路由参数，记录路由需要的参数,remark,备注，记录额外的信息或说明,status,菜单状态（0正常，1停用），标记该菜单是否启用,visible,显示状态（0显示，1隐藏），记录菜单的显示状态
sys_notice,该SQL文件用于创建公告表 sys_notice。 --     该表用于记录系统公告的信息，包括公告内容、类型、状态等。,id,公告ID，唯一标识每个公告,create_by,创建者，记录创建该公告的用户ID,create_dept,创建部门，记录创建该公告的部门ID,create_time,创建时间，记录公告的创建时间,update_by,更新者，记录更新该公告的用户ID,update_time,更新时间，记录公告的最后更新时间,notice_content,公告内容，记录公告的详细内容,notice_title,公告标题，记录公告的标题,notice_type,公告类型（1通知，2公告），标记公告的类型,remark,备注，记录额外的信息或说明,status,公告状态（0正常，1关闭），标记该公告的状态,tenant_id,租户编号，标记该公告所属的租户
sys_oss,该SQL文件用于创建对象存储表 sys_oss。 --     该表用于记录对象存储的信息，包括文件名、后缀名、服务商等。,id,对象存储主键，唯一标识每个对象存储记录,create_by,创建者，记录创建该存储记录的用户ID,create_dept,创建部门，记录创建该存储记录的部门ID,create_time,创建时间，记录对象存储记录的创建时间,update_by,更新者，记录更新该存储记录的用户ID,update_time,更新时间，记录对象存储记录的最后更新时间,file_name,文件名，记录存储对象的文件名,file_suffix,文件后缀名，记录存储对象的文件类型后缀,original_name,原名，记录上传前的文件原名,service,服务商，标记使用的对象存储服务商,tenant_id,租户编号，标记该存储记录所属的租户,url,URL地址，记录对象存储的访问地址
sys_oss_config,该SQL文件用于创建对象存储配置表 sys_oss_config。 --     该表用于记录和管理与对象存储相关的配置信息，如桶名称、访问密钥、权限设置等。,id,主键，唯一标识每条配置记录,create_by,创建者，记录创建该配置的用户ID,create_dept,创建部门，记录创建该配置的部门ID,create_time,创建时间，记录对象存储配置的创建时间,update_by,更新者，记录更新该配置的用户ID,update_time,更新时间，记录对象存储配置的最后更新时间,access_key,AccessKey，记录对象存储的访问密钥,access_policy,桶权限类型（0：private，1：public，2：custom）,bucket_name,桶名称，记录对象存储桶的名称,config_key,配置Key，用于标识存储配置,domain,自定义域名，记录访问存储的域名,endpoint,访问站点，记录存储的访问URL,ext1,扩展字段，用于存储其他附加信息,is_https,是否启用HTTPS（0：否，1：是）,prefix,前缀，记录存储文件的前缀路径,region,域，记录存储桶所在的地域,remark,备注，记录该配置的附加说明,secret_key,SecretKey，记录对象存储的访问密钥,status,是否默认（0：是，1：否）,tenant_id,租户编号，标记该存储配置所属的租户
sys_post,该SQL文件用于创建岗位表 sys_post。 --     该表用于记录和管理系统中的岗位信息，如岗位编码、岗位名称、岗位排序等。,id,岗位序号，唯一标识每个岗位,create_by,创建者，记录创建该岗位的用户ID,create_dept,创建部门，记录创建该岗位的部门ID,create_time,创建时间，记录岗位信息的创建时间,update_by,更新者，记录更新该岗位的用户ID,update_time,更新时间，记录岗位信息的最后更新时间,post_code,岗位编码，用于唯一标识岗位,post_name,岗位名称，记录岗位的名称,post_sort,岗位排序，用于设置岗位显示顺序,remark,备注，记录岗位的附加说明,status,岗位状态（0正常 1停用）,tenant_id,租户编号，标识该岗位所属的租户
sys_role,该SQL文件用于创建角色表 sys_role。 --     该表用于记录和管理系统中的角色信息，如角色名称、角色权限、角色排序等。,id,角色ID，唯一标识每个角色,create_by,创建者，记录创建该角色的用户ID,create_dept,创建部门，记录创建该角色的部门ID,create_time,创建时间，记录角色信息的创建时间,update_by,更新者，记录更新该角色的用户ID,update_time,更新时间，记录角色信息的最后更新时间,data_scope,数据范围（1：所有数据权限；2：自定义数据权限；3：本部门数据权限；4：本部门及以下数据权限；5：仅本人数据权限）,del_flag,删除标志（0代表存在 2代表删除）,dept_check_strictly,部门树选择项是否关联显示（0：父子不互相关联显示 1：父子互相关联显示）,menu_check_strictly,菜单树选择项是否关联显示（0：父子不互相关联显示 1：父子互相关联显示）,remark,备注，记录角色的附加说明,role_key,角色权限，用于标识角色的权限,role_name,角色名称，记录角色的名称,role_sort,角色排序，用于设置角色显示顺序,status,角色状态（0正常 1停用）,tenant_id,租户编号，标识该角色所属的租户
sys_role_dept,该SQL文件用于创建角色与部门的关联表 sys_role_dept。 --     该表用于记录系统中角色与部门的关联关系。,id,主键，唯一标识每条角色与部门的关联记录,create_by,创建者，记录创建该关联关系的用户ID,create_dept,创建部门，记录创建该关联关系的部门ID,create_time,创建时间，记录角色与部门关联关系的创建时间,update_by,更新者，记录更新该关联关系的用户ID,update_time,更新时间，记录角色与部门关联关系的最后更新时间,dept_id,部门ID，表示该角色所属的部门,role_id,角色ID，表示该部门关联的角色,tenant_id,租户编号，标识该角色与部门关联关系所属的租户
sys_role_menu,该SQL文件用于创建角色与菜单的关联表 sys_role_menu。 --     该表用于记录系统中角色与菜单的关联关系。,id,主键，唯一标识每条角色与菜单的关联记录,create_by,创建者，记录创建该关联关系的用户ID,create_dept,创建部门，记录创建该关联关系的部门ID,create_time,创建时间，记录角色与菜单关联关系的创建时间,update_by,更新者，记录更新该关联关系的用户ID,update_time,更新时间，记录角色与菜单关联关系的最后更新时间,menu_id,菜单ID，表示该角色关联的菜单,role_id,角色ID，表示该菜单关联的角色,tenant_id,租户编号，标识该角色与菜单关联关系所属的租户
sys_tenant,该SQL文件用于创建租户表 sys_tenant。 --     该表用于记录系统中的租户信息，如租户基本信息、账户数量、联系方式等。,id,租户的唯一标识id,create_by,创建者，记录创建租户的用户ID,create_dept,创建部门，记录创建租户的部门ID,create_time,租户创建时间,update_by,更新者，记录更新租户的用户ID,update_time,租户最后更新时间,account_count,用户数量（-1表示不限制用户数量）,address,租户地址,company_name,租户公司名称,contact_phone,联系人联系电话,contact_user_name,联系人姓名,del_flag,删除标志（0代表存在，2代表删除）,domain,租户域名,expire_time,租户过期时间,intro,租户简介,license_number,租户统一社会信用代码,package_id,租户套餐编号,remark,备注,status,租户状态（0代表正常，1代表停用）,tenant_id,租户编号
sys_tenant_package,该SQL文件用于创建租户套餐表 sys_tenant_package。 --     该表用于记录不同租户套餐的基本信息，包含套餐的名称、状态、关联菜单等。,id,租户套餐唯一标识ID,create_by,创建者，记录创建租户套餐的用户ID,create_dept,创建部门，记录创建租户套餐的部门ID,create_time,租户套餐创建时间,update_by,更新者，记录更新租户套餐的用户ID,update_time,租户套餐最后更新时间,del_flag,删除标志（0代表存在，2代表删除）,menu_check_strictly,菜单树选择项是否关联显示（0：父子不互相关联显示 1：父子互相关联显示）,menu_ids,关联菜单ID（存储菜单ID列表）,package_name,套餐名称,remark,备注,status,套餐状态（0正常，1停用）
sys_user,该SQL文件用于创建用户表 sys_user。 --     该表用于记录系统中所有用户的基本信息，包括用户账号、密码、联系方式等。,id,用户ID,create_by,创建者，记录创建该用户的用户ID,create_dept,创建部门，记录创建该用户的部门ID,create_time,用户创建时间,update_by,更新者，记录更新该用户的用户ID,update_time,用户最后更新时间,avatar,用户头像的ID,del_flag,删除标志（0代表存在，2代表删除）,dept_id,用户所属部门ID,email,用户邮箱,login_date,用户最后登录时间,login_ip,用户最后登录IP,nick_name,用户昵称,password,用户密码,phonenumber,用户手机号码,remark,备注,sex,用户性别,status,帐号状态（0正常，1停用）,tenant_id,租户编号,user_name,用户账号,user_type,用户类型（sys_user表示系统用户）
sys_user_post,该SQL文件用于创建用户岗位关联表 sys_user_post。 --     该表用于记录用户和岗位之间的关联关系。,id,主键ID,create_by,创建者，记录创建该关联的用户ID,create_dept,创建部门，记录创建该关联的部门ID,create_time,创建时间,update_by,更新者，记录更新该关联的用户ID,update_time,更新时间,post_id,岗位ID,tenant_id,租户编号,user_id,用户ID，表示用户与岗位的关联
sys_user_role,该SQL文件用于创建用户角色关联表 sys_user_role。 --     该表用于记录用户和角色之间的关联关系。,id,主键ID,create_by,创建者，记录创建该关联的用户ID,create_dept,创建部门，记录创建该关联的部门ID,create_time,创建时间,update_by,更新者，记录更新该关联的用户ID,update_time,更新时间,role_id,角色ID,tenant_id,租户编号,user_id,用户ID，表示用户和角色的关联
task_info,该SQL文件用于创建任务信息表 task_info。 --     该表用于记录任务的信息，包括任务的状态、描述、执行结果等。,id,主键，唯一标识每个任务,create_by,创建者，记录创建该任务的用户ID,create_dept,创建部门，记录创建该任务的部门ID,create_time,创建时间，记录任务创建的时间,update_by,更新者，记录更新该任务的用户ID,update_time,更新时间，记录任务最后一次更新的时间,actions,任务输出，记录任务执行过程中的输出信息,create_at,创建时间，记录任务创建的时间戳,NULL,描述，简要描述任务的内容和目标,expression,表达式，任务的执行表达式或条件,name,任务名称，任务的唯一标识名,reason,操作备注，记录任务操作时的备注信息,state,任务状态，表示任务当前的状态,tenant_id,租户编号，标识任务所属的租户,type,任务类型，表示任务的种类或类型,uid,创建者，记录任务创建者的标识
thing_model,该SQL文件用于创建产品模型表 thing_model。 --     该表用于记录产品模型的相关信息，包括模型内容和产品 key。,id,主键，唯一标识每个设备模型,create_by,创建者，记录创建该模型的用户ID,create_dept,创建部门，记录创建该模型的部门ID,create_time,创建时间，记录模型创建的时间,update_by,更新者，记录更新该模型的用户ID,update_time,更新时间，记录模型最后一次更新的时间,model,模型内容，设备模型的详细定义和配置,product_key,产品key，唯一标识产品的Key,tenant_id,租户编号，标识模型所属的租户
user_info,该SQL文件用于创建用户信息表 user_info。 --     该表用于存储用户的基本信息，包括联系方式、账户信息、角色及权限等。,id,主键ID，唯一标识每个用户,create_by,创建者，记录创建该用户信息的用户ID,create_dept,创建部门，记录创建该用户信息的部门ID,create_time,创建时间，记录用户信息创建的时间,update_by,更新者，记录更新该用户信息的用户ID,update_time,更新时间，记录用户信息最后一次更新的时间,address,用户地址,avatar_url,用户头像地址,curr_home_id,当前家庭ID,email,用户邮箱,gender,用户性别（0-未知，1-男性，2-女性）,nick_name,用户昵称,permissions,用户权限,roles,用户角色,secret,用户密钥（密码加密后的内容）,tenant_id,租户编号，标识该用户所属的租户,type,用户类型（0:平台用户，1:终端用户）,uid,用户账号,use_platforms,用户使用的平台
virtual_device,该SQL文件用于创建虚拟设备表 virtual_device。 --     该表用于存储虚拟设备的基本信息，包括虚拟设备名称、状态、行为脚本及触发方式等。,id,主键ID，唯一标识每个虚拟设备,create_by,创建者，记录创建该虚拟设备的用户ID,create_dept,创建部门，记录创建该虚拟设备的部门ID,create_time,创建时间，记录虚拟设备创建的时间,update_by,更新者，记录更新该虚拟设备的用户ID,update_time,更新时间，记录虚拟设备最后一次更新的时间,create_at,创建时间（Unix时间戳）,name,虚拟设备名称,product_key,产品key，标识该虚拟设备所属的产品,script,设备行为脚本，用于描述虚拟设备的行为,state,虚拟设备的运行状态,tenant_id,租户编号，标识该虚拟设备所属的租户,NULL,触发方式，描述设备行为的执行方式,trigger_expression,触发表达式，用于描述触发条件,type,虚拟设备的类型,uid,所属用户ID，标识虚拟设备属于哪个用户
virtual_device_mapping,该SQL文件用于创建虚拟设备映射表 virtual_device_mapping。 --     该表用于记录虚拟设备与租户之间的映射关系。,id,主键ID，唯一标识每个映射关系,create_by,创建者，记录创建该映射关系的用户ID,create_dept,创建部门，记录创建该映射关系的部门ID,create_time,创建时间，记录虚拟设备映射创建的时间,update_by,更新者，记录更新该映射关系的用户ID,update_time,更新时间，记录虚拟设备映射最后一次更新的时间,device_id,设备ID，标识物理设备的唯一标识,tenant_id,租户编号，标识该映射关系所属的租户,virtual_id,虚拟设备ID，标识虚拟设备的唯一标识
